Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
04/12/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,46.7044,45.7072,2.18171,0.9972,14975,699398390
04/11/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,45.7072,45.722,-0.03237,-0.0148,14975,684465320
04/10/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,45.722,45.1864,1.18531,0.5356,14975,684686950
04/09/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,45.1864,45.4904,-0.66827,-0.304,14975,676666340
04/06/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,45.4904,46.91,-3.02622,-1.4196,14975,681218740
04/05/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,46.91,46.0648,1.83481,0.8452,14975,702477250
04/04/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,46.0648,45.5256,1.18439,0.5392,14975,689820380
04/03/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,45.5256,44.7832,1.65776,0.7424,14975,681745860
04/02/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,44.7832,46.3716,-3.42537,-1.5884,14975,670628420
03/29/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,46.3716,45.2132,2.56208,1.1584,14950,693255420
03/28/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,45.2132,45.822,-1.32862,-0.6088,14950,675937340
03/27/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,45.822,47.1268,-2.76870,-1.3048,14925,683893350
03/26/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,47.1268,45.9472,2.56729,1.1796,14925,703367490
03/23/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,45.9472,47.2204,-2.69629,-1.2732,14925,685761960
03/22/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,47.2204,50.1208,-5.78682,-2.9004,14925,704764470
03/21/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,50.1208,50.0504,0.14066,0.0704,14925,748052940
03/20/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,50.0504,49.9268,0.24756,0.1236,14925,747002220
03/19/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.9268,51.6208,-3.28162,-1.694,14925,745157490
03/16/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,51.6208,51.1928,0.83606,0.428,14925,770440440
03/15/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,51.1928,50.3844,1.60446,0.8084,14925,764052540
03/14/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,50.3844,50.9972,-1.20163,-0.6128,14925,751987170
03/13/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,50.9972,51.648,-1.26007,-0.6508,14925,761133210
03/12/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,51.648,52.2472,-1.14686,-0.5992,14925,770846400
03/09/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,52.2472,50.5128,3.43359,1.7344,14925,779789460
03/08/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,50.5128,49.7408,1.55205,0.772,14675,741275340
03/07/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.7408,49.3324,0.82785,0.4084,14675,729946240
03/06/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.3324,49.4732,-0.28460,-0.1408,14675,723952970
03/05/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.4732,48.6928,1.60270,0.7804,14675,726019210
03/02/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,48.6928,47.834,1.79538,0.8588,14675,714566840
03/01/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,47.834,49.3892,-3.14887,-1.5552,14550,695984700
